Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,% of Total Deaths,
2002,2002,Sequelae of motor-vehicle accident,Y85.0,609,287625193,0.21,0.00%,
2002,2002,Acute peritonitis,K65.0,608,287625193,0.21,0.00%,
2002,2002,"Oropharynx, unspecified - Malignant neoplasms",C10.9,602,287625193,0.21,0.00%,
2002,2002,"Upper lobe, bronchus or lung - Malignant neoplasms",C34.1,602,287625193,0.21,0.00%,
2002,2002,Intracerebral haemorrhage in cerebellum,I61.4,598,287625193,0.21,0.00%,
2002,2002,Aortic (valve) insufficiency,I35.1,589,287625193,0.20,0.00%,
2002,2002,Hyperosmolality and hypernatraemia,E87.0,587,287625193,0.20,0.00%,
2002,2002,"Meninges, unspecified - Benign neoplasms",D32.9,584,287625193,0.20,0.00%,
2002,2002,Sequelae of other specified infectious and parasitic diseases,B94.8,581,287625193,0.20,0.00%,
2002,2002,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,577,287625193,0.20,0.00%,
2002,2002,"Peritoneum, unspecified - Malignant neoplasms",C48.2,576,287625193,0.20,0.00%,
2002,2002,Malaise and fatigue,R53,566,287625193,0.20,0.00%,
2002,2002,Intentional self-harm by sharp object,X78,566,287625193,0.20,0.00%,
2002,2002,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,563,287625193,0.20,0.00%,
2002,2002,Disseminated intravascular coagulation [defibrination syndrome],D65,562,287625193,0.20,0.00%,
2002,2002,"Systemic sclerosis, unspecified",M34.9,561,287625193,0.20,0.00%,
2002,2002,Volvulus,K56.2,558,287625193,0.19,0.00%,
2002,2002,"Fall from, out of or through building or structure",W13,557,287625193,0.19,0.00%,
2002,2002,Neonatal cardiac dysrhythmia,P29.1,556,287625193,0.19,0.00%,
2002,2002,Other specified disorders of muscle,M62.8,554,287625193,0.19,0.00%,
2002,2002,Malignant neoplasm of parotid gland,C07,553,287625193,0.19,0.00%,
2002,2002,Fall involving bed,W06,551,287625193,0.19,0.00%,
2002,2002,Hypoplasia and dysplasia of lung,Q33.6,547,287625193,0.19,0.00%,
2002,2002,"Bacterial sepsis of newborn, unspecified",P36.9,545,287625193,0.19,0.00%,
2002,2002,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,540,287625193,0.19,0.00%,
2002,2002,Drowning and submersion while in swimming-pool,W67,538,287625193,0.19,0.00%,
2002,2002,Pneumonia due to Streptococcus pneumoniae,J13,536,287625193,0.19,0.00%,
2002,2002,Discharge from other and unspecified firearms,W34,535,287625193,0.19,0.00%,
2002,2002,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,534,287625193,0.19,0.00%,
2002,2002,HIV disease resulting in Pneumocystis carinii pneumonia,B20.6,532,287625193,0.18,0.00%,
2002,2002,Pneumoconiosis due to asbestos and other mineral fibres,J61,529,287625193,0.18,0.00%,
2002,2002,Myasthenia gravis,G70.0,528,287625193,0.18,0.00%,
2002,2002,"Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident",V27.4,527,287625193,0.18,0.00%,
2002,2002,Hepatorenal syndrome,K76.7,524,287625193,0.18,0.00%,
2002,2002,Chronic viral hepatitis C,B18.2,518,287625193,0.18,0.00%,
2002,2002,"Myocarditis, unspecified",I51.4,515,287625193,0.18,0.00%,
2002,2002,"Edwards syndrome, unspecified",Q91.3,515,287625193,0.18,0.00%,
2002,2002,"Crohn disease, unspecified",K50.9,510,287625193,0.18,0.00%,
2002,2002,Other fall from one level to another,W17,509,287625193,0.18,0.00%,
2002,2002,Accidental suffocation and strangulation in bed,W75,509,287625193,0.18,0.00%,
2002,2002,Disorders of both mitral and aortic valves,I08.0,507,287625193,0.18,0.00%,
2002,2002,"Trachea, bronchus and lung - Uncertain neoplasms",D38.1,505,287625193,0.18,0.00%,
2002,2002,"Bronchitis, not specified as acute or chronic",J40,504,287625193,0.18,0.00%,
2002,2002,Motorcycle rider [any] injured in unspecified traffic accident,V29.9,504,287625193,0.18,0.00%,
2002,2002,Duodenum - Malignant neoplasms,C17.0,502,287625193,0.17,0.00%,
2002,2002,"Cellulitis, unspecified",L03.9,495,287625193,0.17,0.00%,
2002,2002,"Status epilepticus, unspecified",G41.9,491,287625193,0.17,0.00%,
2002,2002,"Thrombocytopenia, unspecified",D69.6,485,287625193,0.17,0.00%,
2002,2002,"Metabolic disorder, unspecified",E88.9,485,287625193,0.17,0.00%,
2002,2002,"Adrenal gland, unspecified - Malignant neoplasms",C74.9,479,287625193,0.17,0.00%,
2002,2002,"Birth asphyxia, unspecified",P21.9,476,287625193,0.17,0.00%,
2002,2002,Newborn affected by incompetent cervix,P01.0,475,287625193,0.17,0.00%,
2002,2002,Sleep apnoea,G47.3,472,287625193,0.16,0.00%,
2002,2002,"Arteritis, unspecified",I77.6,471,287625193,0.16,0.00%,
2002,2002,"Disorder of kidney and ureter, unspecified",N28.9,466,287625193,0.16,0.00%,
2002,2002,"Rheumatic heart disease, unspecified",I09.9,464,287625193,0.16,0.00%,
2002,2002,Atherosclerosis of arteries of extremities,I70.2,461,287625193,0.16,0.00%,
2002,2002,Newborn affected by chorioamnionitis,P02.7,461,287625193,0.16,0.00%,
2002,2002,"Anus, unspecified - Malignant neoplasms",C21.0,460,287625193,0.16,0.00%,
2002,2002,"Unspecified diabetes mellitus, with coma",E14.0,457,287625193,0.16,0.00%,
2002,2002,Ventricular tachycardia,I47.2,456,287625193,0.16,0.00%,
2002,2002,Alcoholic cardiomyopathy,I42.6,454,287625193,0.16,0.00%,
2002,2002,Unspecified aircraft accident injuring occupant,V95.9,454,287625193,0.16,0.00%,
2002,2002,Sigmoid colon - Malignant neoplasms,C18.7,451,287625193,0.16,0.00%,
2002,2002,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident",V43.9,447,287625193,0.16,0.00%,
2002,2002,Non-Hodgkin lymphoma small cleaved cell (diffuse),C83.1,445,287625193,0.15,0.00%,
2002,2002,Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms,C79.5,439,287625193,0.15,0.00%,
2002,2002,"Amyloidosis, unspecified",E85.9,439,287625193,0.15,0.00%,
2002,2002,Unspecified chronic bronchitis,J42,439,287625193,0.15,0.00%,
2002,2002,"Small intestine, unspecified - Malignant neoplasms",C17.9,437,287625193,0.15,0.00%,
2002,2002,Other specified respiratory disorders,J98.8,437,287625193,0.15,0.00%,
2002,2002,"Gastric ulcer, chronic or unspecified with perforation",K25.5,437,287625193,0.15,0.00%,
2002,2002,Hyperplasia of prostate,N40,437,287625193,0.15,0.00%,
2002,2002,Organ-limited amyloidosis,E85.4,433,287625193,0.15,0.00%,
2002,2002,Hyperkalaemia,E87.5,432,287625193,0.15,0.00%,
2002,2002,Assault by other specified means,Y08,428,287625193,0.15,0.00%,
2002,2002,"Disease of intestine, unspecified",K63.9,425,287625193,0.15,0.00%,
2002,2002,"Fatty (change of) liver, not elsewhere classified",K76.0,425,287625193,0.15,0.00%,
2002,2002,"Unspecified diabetes mellitus, with multiple complications",E14.7,424,287625193,0.15,0.00%,
2002,2002,"Tetraplegia, unspecified",G82.5,421,287625193,0.15,0.00%,
2002,2002,"Cerebral aneurysm, nonruptured",I67.1,421,287625193,0.15,0.00%,
2002,2002,"Inflammatory liver disease, unspecified",K75.9,419,287625193,0.15,0.00%,
2002,2002,"Unspecified event, undetermined intent",Y34,419,287625193,0.15,0.00%,
2002,2002,Sick sinus syndrome,I49.5,418,287625193,0.15,0.00%,
2002,2002,Primary biliary cirrhosis,K74.3,418,287625193,0.15,0.00%,
2002,2002,Other myeloid leukaemia - Malignant neoplasms,C92.7,412,287625193,0.14,0.00%,
2002,2002,HIV disease with other types of non-Hodgkin lymphoma,B21.2,409,287625193,0.14,0.00%,
2002,2002,"Subarachnoid haemorrhage from intracranial artery, unspecified",I60.7,407,287625193,0.14,0.00%,
2002,2002,"Immunodeficiency, unspecified",D84.9,405,287625193,0.14,0.00%,
2002,2002,Obstruction of bile duct,K83.1,405,287625193,0.14,0.00%,
2002,2002,"Intestinal tract, part unspecified - Malignant neoplasms",C26.0,402,287625193,0.14,0.00%,
2002,2002,Sickle-cell anaemia without crisis,D57.1,401,287625193,0.14,0.00%,
2002,2002,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,C78.6,400,287625193,0.14,0.00%,
2002,2002,Primary atelectasis of newborn,P28.0,399,287625193,0.14,0.00%,
2002,2002,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",F10.9,398,287625193,0.14,0.00%,
2002,2002,"Chronic active hepatitis, not elsewhere classified",K73.2,397,287625193,0.14,0.00%,
2002,2002,"Bacterial infection, unspecified",A49.9,395,287625193,0.14,0.00%,
2002,2002,Newborn affected by other forms of placental separation and haemorrhage,P02.1,394,287625193,0.14,0.00%,
2002,2002,"Testis, unspecified - Malignant neoplasms",C62.9,393,287625193,0.14,0.00%,
2002,2002,Caecum - Malignant neoplasms,C18.0,388,287625193,0.13,0.00%,
2002,2002,Waldenstr˜m macroglobulinemia,C88.0,384,287625193,0.13,0.00%,
2002,2002,Ascending colon - Malignant neoplasms,C18.2,383,287625193,0.13,0.00%,
2002,2002,"Motorcycle rider injured in noncollision transport accident, driver injured in traffic accident",V28.4,382,287625193,0.13,0.00%,
2002,2002,Cardiogenic shock,R57.0,380,287625193,0.13,0.00%,
2002,2002,Malignant neoplasm of vagina,C52,378,287625193,0.13,0.00%,
2002,2002,Diaphragmatic hernia without obstruction or gangrene,K44.9,378,287625193,0.13,0.00%,
2002,2002,"Fasciitis, not elsewhere classified",M72.5,375,287625193,0.13,0.00%,
2002,2002,"Hydrocephalus, unspecified",G91.9,372,287625193,0.13,0.00%,
2002,2002,Instantaneous death,R96.0,372,287625193,0.13,0.00%,
2002,2002,Agranulocytosis,D70,371,287625193,0.13,0.00%,
2002,2002,Unspecified severe protein-energy malnutrition,E43,371,287625193,0.13,0.00%,
2002,2002,Unspecified mycosis,B49,370,287625193,0.13,0.00%,
2002,2002,"Ileus, unspecified",K56.7,370,287625193,0.13,0.00%,
2002,2002,Hypoplastic left heart syndrome,Q23.4,369,287625193,0.13,0.00%,
2002,2002,Cachexia,R64,369,287625193,0.13,0.00%,
2002,2002,Inhalation of gastric contents,W78,369,287625193,0.13,0.00%,
2002,2002,Intentional self-harm by drowning and submersion,X71,368,287625193,0.13,0.00%,
2002,2002,Wegener granulomatosis,M31.3,367,287625193,0.13,0.00%,
2002,2002,Myocardial degeneration,I51.5,366,287625193,0.13,0.00%,
2002,2002,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",A16.2,362,287625193,0.13,0.00%,
2002,2002,"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder",F17.9,361,287625193,0.13,0.00%,
2002,2002,"Polycystic kidney, unspecified",Q61.3,361,287625193,0.13,0.00%,
2002,2002,Fall on and from ladder,W11,360,287625193,0.13,0.00%,
2002,2002,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V54.5,359,287625193,0.12,0.00%,
2002,2002,Embolism and thrombosis of unspecified artery,I74.9,358,287625193,0.12,0.00%,
2002,2002,Cellulitis of other parts of limb,L03.1,356,287625193,0.12,0.00%,
2002,2002,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident",V48.9,356,287625193,0.12,0.00%,
2002,2002,Coalworker pneumoconiosis,J60,355,287625193,0.12,0.00%,
2002,2002,Accidental poisoning by and exposure to alcohol,X45,355,287625193,0.12,0.00%,
2002,2002,Aneurysm of unspecified site,I72.9,353,287625193,0.12,0.00%,
2002,2002,"Staphylococcal infection, unspecified",A49.0,352,287625193,0.12,0.00%,
2002,2002,Necrotizing enterocolitis of newborn,P77,352,287625193,0.12,0.00%,
2002,2002,Status asthmaticus,J46,351,287625193,0.12,0.00%,
2002,2002,Other specified diseases of stomach and duodenum,K31.8,351,287625193,0.12,0.00%,
2002,2002,Neonatal cardiac failure,P29.0,350,287625193,0.12,0.00%,
2002,2002,Exposure to excessive natural heat,X30,350,287625193,0.12,0.00%,
2002,2002,Acute appendicitis with generalized peritonitis,K35.0,348,287625193,0.12,0.00%,
2002,2002,Intestinal adhesions [bands] with obstruction,K56.5,347,287625193,0.12,0.00%,
2002,2002,"Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in traffic accident",V47.9,346,287625193,0.12,0.00%,
2002,2002,Mesothelioma of other sites - Malignant neoplasms,C45.7,344,287625193,0.12,0.00%,
2002,2002,"Encephalitis, myelitis and encephalomyelitis, unspecified",G04.9,343,287625193,0.12,0.00%,
2002,2002,Unspecified mental retardation,F79,336,287625193,0.12,0.00%,
2002,2002,Pyothorax without fistula,J86.9,329,287625193,0.11,0.00%,
2002,2002,HIV disease resulting in other mycoses,B20.5,326,287625193,0.11,0.00%,
2002,2002,"Atrioventricular block, complete",I44.2,326,287625193,0.11,0.00%,
2002,2002,"Car occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident",V44.6,325,287625193,0.11,0.00%,
2002,2002,Sequelae of poliomyelitis,B91,323,287625193,0.11,0.00%,
2002,2002,"Influenza with other respiratory manifestations, virus not identified",J11.1,323,287625193,0.11,0.00%,
2002,2002,"Arthritis, unspecified",M13.9,323,287625193,0.11,0.00%,
2002,2002,Acute subendocardial myocardial infarction,I21.4,322,287625193,0.11,0.00%,
2002,2002,Pneumonia due to Pseudomonas,J15.1,322,287625193,0.11,0.00%,
2002,2002,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V49.4,321,287625193,0.11,0.00%,
2002,2002,Drowning and submersion while in bath-tub,W65,321,287625193,0.11,0.00%,
2002,2002,Polycythaemia vera,D45,317,287625193,0.11,0.00%,
2002,2002,"Multiple congenital malformations, not elsewhere classified",Q89.7,317,287625193,0.11,0.00%,
2002,2002,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V53.6,316,287625193,0.11,0.00%,
2002,2002,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident",V58.6,315,287625193,0.11,0.00%,
2002,2002,Other specified drowning and submersion,W73,312,287625193,0.11,0.00%,
2002,2002,Idiopathic thrombocytopenic purpura,D69.3,311,287625193,0.11,0.00%,
2002,2002,"Meningitis, unspecified",G03.9,311,287625193,0.11,0.00%,
2002,2002,Diverticular disease of large intestine with perforation and abscess,K57.2,311,287625193,0.11,0.00%,
2002,2002,Surgical operation with implant of artificial internal device,Y83.1,311,287625193,0.11,0.00%,
2002,2002,Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident,V86.9,308,287625193,0.11,0.00%,
2002,2002,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V49.5,307,287625193,0.11,0.00%,
2002,2002,Intentional self-harm by jumping or lying before moving object,X81,307,287625193,0.11,0.00%,
2002,2002,"Non-insulin-dependent diabetes mellitus, with renal complications",E11.2,306,287625193,0.11,0.00%,
2002,2002,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",K27.5,305,287625193,0.11,0.00%,
2002,2002,"Systemic involvement of connective tissue, unspecified",M35.9,305,287625193,0.11,0.00%,
2002,2002,"Patau syndrome, unspecified",Q91.7,305,287625193,0.11,0.00%,
2002,2002,Unspecified threat to breathing,W84,304,287625193,0.11,0.00%,
2002,2002,Pneumonia due to other streptococci,J15.4,301,287625193,0.10,0.00%,
2002,2002,Anencephaly,Q00.0,301,287625193,0.10,0.00%,
2002,2002,"Disorder of brain, unspecified",G93.9,300,287625193,0.10,0.00%,
2002,2002,Legal intervention involving firearm discharge,Y35.0,300,287625193,0.10,0.00%,
2002,2002,Malignant neoplasm of ureter,C66,297,287625193,0.10,0.00%,
2002,2002,Other accidental hanging and strangulation,W76,297,287625193,0.10,0.00%,
2002,2002,Appendix - Malignant neoplasms,C18.1,296,287625193,0.10,0.00%,
2002,2002,Other specified sites - Uncertain neoplasms,D48.7,295,287625193,0.10,0.00%,
2002,2002,Thrombotic microangiopathy,M31.1,294,287625193,0.10,0.00%,
2002,2002,Other medical procedures,Y84.8,293,287625193,0.10,0.00%,
2002,2002,Atrial septal defect,Q21.1,292,287625193,0.10,0.00%,
2002,2002,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80.3,291,287625193,0.10,0.00%,
2002,2002,"Influenza with pneumonia, virus not identified",J11.0,291,287625193,0.10,0.00%,
2002,2002,Contact with agricultural machinery,W30,289,287625193,0.10,0.00%,
2002,2002,"Disorders of plasma-protein metabolism, not elsewhere classified",E88.0,288,287625193,0.10,0.00%,
2002,2002,Alcohol-induced chronic pancreatitis,K86.0,287,287625193,0.10,0.00%,
2002,2002,"Shock, unspecified",R57.9,287,287625193,0.10,0.00%,
2002,2002,"Viral infection, unspecified",B34.9,286,287625193,0.10,0.00%,
2002,2002,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,286,287625193,0.10,0.00%,
2002,2002,"Schizophrenia, unspecified",F20.9,285,287625193,0.10,0.00%,
2002,2002,Bronchopulmonary dysplasia originating in the perinatal period,P27.1,284,287625193,0.10,0.00%,
2002,2002,"Unspecified abdominal hernia with obstruction, without gangrene",K46.0,283,287625193,0.10,0.00%,
2002,2002,"Paraplegia, unspecified",G82.2,280,287625193,0.10,0.00%,
2002,2002,Oesophageal obstruction,K22.2,280,287625193,0.10,0.00%,
2002,2002,"Ulcerative colitis, unspecified",K51.9,280,287625193,0.10,0.00%,
2002,2002,Arteriovenous malformation of cerebral vessels,Q28.2,279,287625193,0.10,0.00%,
2002,2002,Other chronic pancreatitis,K86.1,275,287625193,0.10,0.00%,
2002,2002,"Angina pectoris, unspecified",I20.9,273,287625193,0.09,0.00%,
2002,2002,Mitral (valve) prolapse,I34.1,272,287625193,0.09,0.00%,
2002,2002,Contact with other and unspecified machinery,W31,272,287625193,0.09,0.00%,
2002,2002,Hypo-osmolality and hyponatraemia,E87.1,269,287625193,0.09,0.00%,
2002,2002,Old myocardial infarction,I25.2,269,287625193,0.09,0.00%,
2002,2002,"Exposure to unspecified smoke, fire and flames",X09,269,287625193,0.09,0.00%,
2002,2002,Pelvis - Malignant neoplasms,C76.3,266,287625193,0.09,0.00%,
